master_term,master_term_id,yearmo,month_no,skill_pos_cnt,total_pos_cnt,loop_no
Risk and Compliance,193,201502,14,47,89734,77
WildFly,190,201504,16,307,96803,75
Delphi Technology,68,201408,8,5,88809,32
Pipe Welding,180,201803,51,118,121459,72
Crystal Reports,65,201403,3,43,32230,30
End User Support,253,201404,4,51,33323,100
VPN,241,201905,65,454,140823,95
SQL Server Reporting Services,148,201401,1,82,33846,61
FileMaker Pro,85,201404,4,4,33323,40
Security Risk Management,203,201703,39,24,110263,83
Delphi Technology,68,201702,38,1,92181,32
NetSuite ERP,161,201806,54,18,122500,67
Financial Industry Regulatory Authority,86,201904,64,28,132847,41
Microstation,36,201809,57,30,114604,16
AutoCAD,31,201812,60,191,82761,12
Django,71,201406,6,2,32800,34
FileMaker Pro,85,201502,14,2,89734,40
Top Secret Security Clearance,274,201901,61,5,122037,106
AEM Developer,266,201501,13,179,93237,104
Computer Aided Design and Drafting,61,201810,58,58,138853,27
Cost Accounting,63,201603,27,70,100182,29
Solr,22,201404,4,5,33323,9
AutoCAD,31,201907,67,139,26524,12
NoSQL,165,201801,49,344,115683,69
SAP,198,201907,67,298,26524,80
SketchUp Pro,230,201706,42,27,112365,91
Crystal Reports,65,201701,37,27,93237,30
Delphi Technology,68,201602,26,5,87681,32
Mastercam,58,201606,30,23,98515,26
TIG Welding,229,201906,66,201,102962,90
External Auditor,83,201501,13,92,93237,39
External Auditor,83,201511,23,55,89588,39
Network Support,163,201803,51,94,121459,68
Business Intelligence,41,201601,25,767,88469,19
MIG Welding,154,201411,11,311,77278,64
WildFly,190,201501,13,954,93237,75
Blockchain,39,201711,47,2,102152,18
Security Policies and Procedures,202,201704,40,73,104890,82
MIG Welding,154,201402,2,291,27637,64
Certified Anti Money Laundering Specialist,43,201904,64,3,132847,21
SQL Server,147,201707,43,1074,101309,60
IBM Notes,103,201701,37,0,93237,46
Cost Accounting,63,201602,26,87,87681,29
QlikView,186,201706,42,27,112365,74
The Raiser's Edge,37,201712,48,1,76994,17
Linux  ,126,201904,64,3315,132847,54
Security Risk Management,203,201705,41,3,119820,83
Mergers and Acquisitions,135,201607,31,41,88166,57
Workforce Now,13,201902,62,8,107087,6
Outlook,142,201802,50,3768,109017,59
Azure,251,201402,2,18,27637,99
Workforce Now,13,201905,65,2,140823,6
Dynamics,138,201411,11,2965,77278,58
VOIP,240,201608,32,332,104211,94
GIS Software,89,201812,60,7,82761,42
Stata,214,201811,59,20,111219,88
Deployment,69,201603,27,3298,100182,33
VOIP,240,201804,52,160,119002,94
Epic Systems,79,201707,43,539,101309,37
Financial Industry Regulatory Authority,86,201409,9,5,104405,41
IBM Notes,103,201711,47,0,102152,46
Online Analytical Processing,166,201503,15,120,102726,70
QlikView,186,201512,24,59,70310,74
Minitab,156,201408,8,10,88809,65
Microstation,36,201610,34,36,95676,16
Cisco Application Centric Infrastructure,264,201806,54,5,122500,103
Stata,214,201607,31,0,88166,88
Junit,118,201701,37,523,93237,51
ASP.NET,28,201603,27,700,100182,10
MIG Welding,154,201811,59,477,111219,64
Microstation,36,201407,7,38,68567,16
PostgreSQL,182,201906,66,206,102962,73
SAS,201,201906,66,306,102962,81
Online Analytical Processing,166,201611,35,9,83334,70
Epic Systems,79,201702,38,261,92181,37
Stata,214,201802,50,3,109017,88
Azure,251,201905,65,2084,140823,99
Delphi Technology,68,201609,33,3,95325,32
Kubernetes,121,201610,34,4,95676,53
Epic Systems,79,201405,5,77,31909,37
The Raiser's Edge,37,201612,36,1,62773,17
Microstation,36,201901,61,78,122037,16
TIG Welding,229,201509,21,180,93766,90
Epic Systems,79,201804,52,304,119002,37
SQL Server Reporting Services,148,201403,3,105,32230,61
Microstation,36,201503,15,59,102726,16
T-SQL,232,201402,2,35,27637,92
Selenium,205,201707,43,431,101309,85
Web Security and Encryption,242,201403,3,7,32230,96
SAP,198,201603,27,1905,100182,80
Web Security and Encryption,242,201503,15,106,102726,96
Revit,33,201612,36,114,62773,13
Junit,118,201709,45,433,114349,51
Revit,33,201505,17,308,88049,13
Typescript,260,201512,24,5,70310,102
Linux Scripting,127,201407,7,3,68567,55
Internal Auditor,108,201509,21,33,93766,48
Secret Security Clearance,276,201805,53,21,124699,107
Risk and Compliance,193,201906,66,188,102962,77
External Auditor,83,201708,44,93,123189,39
Crystal Reports,65,201509,21,78,93766,30
Selenium,205,201504,16,561,96803,85
Blockchain,39,201412,12,0,63051,18
Drupal,73,201805,53,53,124699,36
Risk and Compliance,193,201402,2,7,27637,77
Cisco Application Centric Infrastructure,264,201604,28,12,91296,103
NetSuite ERP,161,201412,12,0,63051,67
NoSQL,165,201906,66,338,102962,69
AEM Developer,266,201905,65,179,140823,104
Certified Financial Planner,45,201704,40,1,104890,23
Security Policies and Procedures,202,201408,8,41,88809,82
Blockchain,39,201504,16,0,96803,18
Certified Credit Professional,44,201904,64,74,132847,22
Cisco Application Centric Infrastructure,264,201901,61,44,122037,103
Typescript,260,201402,2,2,27637,102
Deployment,69,201810,58,4960,138853,33
Sheet Metal Mechanic,206,201806,54,67,122500,86
SketchUp Pro,230,201401,1,13,33846,91
SPSS Statistics,105,201703,39,22,110263,47
Switching and Routing,220,201401,1,46,33846,89
Top Secret Security Clearance,274,201501,13,0,93237,106
SQL Server Reporting Services,148,201808,56,473,149917,61
AEM Developer,266,201403,3,1,32230,104
Data Entry Software,66,201603,27,421,100182,31
Sheet Metal Mechanic,206,201605,29,10,89037,86
Selenium,205,201612,36,225,62773,85
Cost Accounting,63,201801,49,98,115683,29
Financial Industry Regulatory Authority,86,201408,8,25,88809,41
Natural Language Processing,270,201703,39,87,110263,105
IBM Notes,103,201502,14,0,89734,46
Security Testing and Auditing,204,201510,22,96,98076,84
Django,71,201703,39,4,110263,34
Augmented Reality,30,201604,28,4,91296,11
Financial Industry Regulatory Authority,86,201812,60,0,82761,41
Online Analytical Processing,166,201702,38,90,92181,70
Bash,35,201703,39,259,110263,15
Dreamweaver,7,201812,60,54,82761,4
Data Entry Software,66,201610,34,73,95676,31
Online Analytical Processing,166,201501,13,52,93237,70
Solr,22,201507,19,24,97791,9
Linux Scripting,127,201402,2,1,27637,55
SketchUp Pro,230,201709,45,46,114349,91
ActiveX,2,201601,25,3,88469,1
Mergers and Acquisitions,135,201703,39,48,110263,57
Blockchain,39,201809,57,3,114604,18
Blockchain,39,201709,45,6,114349,18
Outlook,142,201803,51,3693,121459,59
ActionScript,4,201904,64,1,132847,2
Linux  ,126,201405,5,334,31909,54
Network Support,163,201606,30,235,98515,68
Bash,35,201801,49,208,115683,15
ActiveX,2,201704,40,8,104890,1
SAS,201,201405,5,29,31909,81
Cognos Impromptu,100,201506,18,1,99253,44
PostgreSQL,182,201805,53,272,124699,73
Certified Financial Planner,45,201705,41,0,119820,23
ActionScript,4,201404,4,3,33323,2
Workforce Now,13,201606,30,1,98515,6
Augmented Reality,30,201702,38,0,92181,11
Golang,91,201801,49,3,115683,43
WildFly,190,201808,56,238,149917,75
Drupal,73,201703,39,20,110263,36
SAS,201,201804,52,309,119002,81
AWS Cloud,34,201609,33,612,95325,14
Outlook,142,201606,30,3742,98515,59
SketchUp Pro,230,201402,2,5,27637,91
Web Security and Encryption,242,201611,35,30,83334,96
VOIP,240,201407,7,197,68567,94
Secret Security Clearance,276,201603,27,11,100182,107
End User Support,253,201708,44,398,123189,100
Linux Scripting,127,201901,61,8,122037,55
ActiveX,2,201404,4,0,33323,1
Data Entry Software,66,201805,53,679,124699,31
JCL,113,201905,65,276,140823,50
Linux  ,126,201410,10,2762,106289,54
CATIA,42,201505,17,28,88049,20
Online Analytical Processing,166,201411,11,31,77278,70
Certified Anti Money Laundering Specialist,43,201810,58,1,138853,21
NoSQL,165,201711,47,339,102152,69
Epic Systems,79,201606,30,297,98515,37
SAP,198,201704,40,1878,104890,80
JCL,113,201504,16,168,96803,50
ActionScript,4,201510,22,29,98076,2
Apache HTTP Server,20,201801,49,31,115683,8
T-SQL,232,201507,19,48,97791,92
Yardi,248,201612,36,0,62773,98
XHTML,246,201604,28,104,91296,97
WildFly,190,201707,43,447,101309,75
Epic Systems,79,201610,34,273,95676,37
IBM Notes,103,201409,9,0,104405,46
Security Testing and Auditing,204,201801,49,329,115683,84
Top Secret Security Clearance,274,201606,30,18,98515,106
XHTML,246,201701,37,31,93237,97
GIS Software,89,201609,33,0,95325,42
NetSuite ERP,161,201506,18,50,99253,67
SketchUp Pro,230,201704,40,49,104890,91
Internal Auditor,108,201502,14,7,89734,48
QuickBooks,109,201403,3,25,32230,49
ActionScript,4,201610,34,35,95676,2
Internal Auditor,108,201608,32,10,104211,48
FileMaker Pro,85,201808,56,20,149917,40
SQL Server,147,201501,13,1220,93237,60
CICS,55,201901,61,30,122037,25
Golang,91,201508,20,0,94594,43
Deployment,69,201405,5,587,31909,33
QlikView,186,201411,11,47,77278,74
SAP,198,201504,16,1282,96803,80
MySQL,158,201803,51,691,121459,66
Internal Auditor,108,201506,18,14,99253,48
After Effects,5,201501,13,95,93237,3
SketchUp Pro,230,201807,55,12,119017,91
Pipe Welding,180,201502,14,46,89734,72
Chatbot,53,201504,16,0,96803,24
Augmented Reality,30,201902,62,2,107087,11
Risk and Compliance,193,201605,29,114,89037,77
ActiveX,2,201602,26,8,87681,1
AWS Cloud,34,201504,16,212,96803,14
WildFly,190,201709,45,365,114349,75
MySQL,158,201412,12,349,63051,66
Web Security and Encryption,242,201601,25,6,88469,96
CICS,55,201810,58,23,138853,25
GIS Software,89,201403,3,4,32230,42
MIG Welding,154,201506,18,342,99253,64
Drupal,73,201606,30,14,98515,36
Django,71,201409,9,11,104405,34
Typescript,260,201907,67,18,26524,102
Top Secret Security Clearance,274,201612,36,0,62773,106
Data Entry Software,66,201809,57,305,114604,31
External Auditor,83,201905,65,137,140823,39
Agile Development,14,201810,58,914,138853,7
Typescript,260,201501,13,5,93237,102
Drupal,73,201611,35,10,83334,36
Linux  ,126,201805,53,2986,124699,54
VOIP,240,201512,24,137,70310,94
ASP.NET,28,201602,26,692,87681,10
Drupal,73,201705,41,52,119820,36
Certified Credit Professional,44,201811,59,12,111219,22
Ruby,194,201506,18,669,99253,78
Financial Industry Regulatory Authority,86,201709,45,11,114349,41
Dynamics,138,201607,31,2574,88166,58
Delphi Technology,68,201612,36,4,62773,32
SAS,201,201703,39,350,110263,81
Cisco Application Centric Infrastructure,264,201710,46,2,128582,103
Crystal Reports,65,201812,60,18,82761,30
Natural Language Processing,270,201406,6,5,32800,105
Sheet Metal Mechanic,206,201707,43,59,101309,86
Internal Auditor,108,201709,45,19,114349,48
T-SQL,232,201606,30,65,98515,92
Risk and Compliance,193,201808,56,147,149917,77
Cognos Impromptu,100,201903,63,28,123132,44
Selenium,205,201705,41,902,119820,85
Security Policies and Procedures,202,201505,17,94,88049,82
SAP,198,201712,48,1670,76994,80
External Auditor,83,201606,30,511,98515,39
Revit,33,201405,5,88,31909,13
Drupal,73,201605,29,13,89037,36
SAS,201,201809,57,246,114604,81
XHTML,246,201502,14,13,89734,97
Bash,35,201804,52,460,119002,15
Mergers and Acquisitions,135,201805,53,98,124699,57
Certified Financial Planner,45,201610,34,1,95676,23
WildFly,190,201907,67,14,26524,75
ASP.NET,28,201511,23,486,89588,10
XHTML,246,201903,63,71,123132,97
Dreamweaver,7,201407,7,221,68567,4
MicroStrategy,153,201807,55,66,119017,63
Computer Aided Design and Drafting,61,201608,32,47,104211,27
SketchUp Pro,230,201708,44,18,123189,91
CATIA,42,201809,57,18,114604,20
Certified Anti Money Laundering Specialist,43,201404,4,2,33323,21
QlikView,186,201611,35,15,83334,74
XHTML,246,201408,8,69,88809,97
T-SQL,232,201902,62,60,107087,92
Kubernetes,121,201702,38,12,92181,53
ActionScript,4,201507,19,43,97791,2
Crystal Reports,65,201611,35,38,83334,30
Linux Scripting,127,201705,41,88,119820,55
After Effects,5,201508,20,93,94594,3
NoSQL,165,201504,16,439,96803,69
Dreamweaver,7,201706,42,34,112365,4
Sheet Metal Mechanic,206,201810,58,89,138853,86
XHTML,246,201804,52,34,119002,97
GIS Software,89,201702,38,14,92181,42
Dodd-Frank,72,201806,54,33,122500,35
Risk Analyst,192,201604,28,289,91296,76
Risk and Compliance,193,201404,4,15,33323,77
Certified Credit Professional,44,201610,34,5,95676,22
GIS Software,89,201704,40,23,104890,42
Blockchain,39,201511,23,0,89588,18
Dodd-Frank,72,201805,53,77,124699,35
SAS,201,201903,63,641,123132,81
Switching and Routing,220,201609,33,217,95325,89
Cognos Impromptu,100,201601,25,34,88469,44
NetSuite ERP,161,201612,36,4,62773,67
Risk Analyst,192,201607,31,379,88166,76
MySQL,158,201508,20,432,94594,66
After Effects,5,201603,27,187,100182,3
Spring Boot,211,201808,56,716,149917,87
AEM Developer,266,201907,67,8,26524,104
Computer Aided Design and Drafting,61,201905,65,79,140823,27
Crystal Reports,65,201806,54,64,122500,30
Agile Development,14,201511,23,1076,89588,7
After Effects,5,201710,46,9,128582,3
Agile Development,14,201408,8,972,88809,7
Azure,251,201902,62,1154,107087,99
Golang,91,201507,19,0,97791,43
Typescript,260,201808,56,137,149917,102
Natural Language Processing,270,201609,33,41,95325,105
IBM Notes,103,201501,13,0,93237,46
CICS,55,201507,19,166,97791,25
Revit,33,201704,40,140,104890,13
Yardi,248,201411,11,3,77278,98
CATIA,42,201602,26,62,87681,20
Switching and Routing,220,201404,4,42,33323,89
Drupal,73,201706,42,49,112365,36
MySQL,158,201411,11,455,77278,66
Cognos Impromptu,100,201606,30,0,98515,44
Solr,22,201906,66,5,102962,9
Financial Industry Regulatory Authority,86,201712,48,2,76994,41
Ruby on Rails,195,201806,54,14,122500,79
VBScript,149,201810,58,38,138853,62
EnterpriseOne,171,201801,49,1,115683,71
SolidWorks,259,201811,59,213,111219,101
Agile Development,14,201804,52,1241,119002,7
XHTML,246,201609,33,24,95325,97
Crystal Reports,65,201808,56,139,149917,30
Visual Basic,238,201511,23,1255,89588,93
MySQL,158,201703,39,497,110263,66
VBScript,149,201512,24,183,70310,62
Dodd-Frank,72,201412,12,22,63051,35
Drupal,73,201709,45,11,114349,36
Web Security and Encryption,242,201410,10,21,106289,96
Ruby on Rails,195,201802,50,48,109017,79
NetSuite ERP,161,201903,63,34,123132,67
Junit,118,201907,67,25,26524,51
TIG Welding,229,201808,56,272,149917,90
Cognos Impromptu,100,201511,23,0,89588,44
Augmented Reality,30,201612,36,0,62773,11
Data Entry Software,66,201705,41,173,119820,31
AWS Cloud,34,201601,25,351,88469,14
Revit,33,201702,38,203,92181,13
AEM Developer,266,201507,19,149,97791,104
JCL,113,201706,42,241,112365,50
Epic Systems,79,201608,32,405,104211,37
Drupal,73,201807,55,63,119017,36
NetSuite ERP,161,201812,60,9,82761,67
ActiveX,2,201604,28,2,91296,1
Workforce Now,13,201510,22,5,98076,6
Content Strategy,62,201410,10,107,106289,28
XHTML,246,201906,66,35,102962,97
Online Analytical Processing,166,201405,5,17,31909,70
Certified Anti Money Laundering Specialist,43,201907,67,0,26524,21
Business Intelligence,41,201806,54,814,122500,19
ASP.NET,28,201712,48,593,76994,10
Web Security and Encryption,242,201810,58,54,138853,96
NoSQL,165,201803,51,254,121459,69
Marketo,129,201704,40,50,104890,56
Outlook,142,201403,3,651,32230,59
Solr,22,201907,67,5,26524,9
AWS Cloud,34,201502,14,525,89734,14
InfoSphere DataStage,102,201903,63,82,123132,45
Certified Financial Planner,45,201802,50,7,109017,23
KornShell,120,201608,32,62,104211,52
Deployment,69,201608,32,3382,104211,33
AWS Cloud,34,201807,55,703,119017,14
NoSQL,165,201703,39,485,110263,69
SQL Server,147,201607,31,1149,88166,60
Cost Accounting,63,201510,22,149,98076,29
QuickBooks,109,201603,27,45,100182,49
MySQL,158,201611,35,349,83334,66
PostgreSQL,182,201812,60,285,82761,73
Security Risk Management,203,201502,14,2,89734,83
GIS Software,89,201805,53,3,124699,42
Visual Basic,238,201806,54,547,122500,93
Security Risk Management,203,201603,27,25,100182,83
Pipe Welding,180,201708,44,274,123189,72
T-SQL,232,201608,32,80,104211,92
SolidWorks,259,201509,21,144,93766,101
Security Testing and Auditing,204,201810,58,284,138853,84
Yardi,248,201906,66,6,102962,98
Cisco Application Centric Infrastructure,264,201903,63,13,123132,103
Django,71,201903,63,38,123132,34
InfoSphere DataStage,102,201503,15,51,102726,45
Typescript,260,201601,25,18,88469,102
KornShell,120,201901,61,60,122037,52
Chatbot,53,201608,32,0,104211,24
AEM Developer,266,201411,11,0,77278,104
Certified Credit Professional,44,201412,12,26,63051,22
Drupal,73,201801,49,34,115683,36
The Raiser's Edge,37,201409,9,1,104405,17
VBScript,149,201604,28,255,91296,62
Revit,33,201711,47,111,102152,13
Cognos Impromptu,100,201902,62,0,107087,44
Crystal Reports,65,201901,61,43,122037,30
Online Analytical Processing,166,201802,50,27,109017,70
FileMaker Pro,85,201510,22,4,98076,40
Risk and Compliance,193,201811,59,272,111219,77
Yardi,248,201901,61,7,122037,98
Linux Scripting,127,201602,26,50,87681,55
Natural Language Processing,270,201905,65,212,140823,105
CATIA,42,201411,11,45,77278,20
VPN,241,201408,8,451,88809,95
SolidWorks,259,201606,30,241,98515,101
Secret Security Clearance,276,201804,52,20,119002,107
Risk Analyst,192,201810,58,404,138853,76
Apache HTTP Server,20,201612,36,2,62773,8
Network Support,163,201705,41,253,119820,68
After Effects,5,201605,29,104,89037,3
Network Support,163,201404,4,36,33323,68
Kubernetes,121,201604,28,3,91296,53
MicroStrategy,153,201705,41,196,119820,63
SPSS Statistics,105,201801,49,49,115683,47
Content Strategy,62,201707,43,64,101309,28
Dreamweaver,7,201811,59,48,111219,4
Spring Boot,211,201701,37,93,93237,87
End User Support,253,201901,61,278,122037,100
Apache HTTP Server,20,201603,27,3,100182,8
Microstation,36,201510,22,34,98076,16
Yardi,248,201804,52,6,119002,98
MySQL,158,201502,14,359,89734,66
Junit,118,201401,1,29,33846,51
Microstation,36,201711,47,52,102152,16
FileMaker Pro,85,201707,43,16,101309,40
Fireworks,8,201904,64,16,132847,5
Business Intelligence,41,201811,59,594,111219,19
Dodd-Frank,72,201711,47,14,102152,35
Yardi,248,201511,23,1,89588,98
Mastercam,58,201404,4,12,33323,26
Spring Boot,211,201511,23,3,89588,87
VPN,241,201502,14,432,89734,95
SQL Server,147,201506,18,2109,99253,60
SketchUp Pro,230,201810,58,21,138853,91
Certified Financial Planner,45,201507,19,0,97791,23
SolidWorks,259,201412,12,216,63051,101
Workforce Now,13,201711,47,9,102152,6
Network Support,163,201505,17,93,88049,68
Natural Language Processing,270,201407,7,0,68567,105
Junit,118,201711,47,133,102152,51
Minitab,156,201807,55,113,119017,65
NetSuite ERP,161,201401,1,5,33846,67
Fireworks,8,201709,45,27,114349,5
NoSQL,165,201712,48,105,76994,69
GIS Software,89,201808,56,3,149917,42
Internal Auditor,108,201710,46,93,128582,48
CATIA,42,201704,40,65,104890,20
Risk and Compliance,193,201809,57,157,114604,77
The Raiser's Edge,37,201802,50,1,109017,17
Kubernetes,121,201710,46,87,128582,53
JCL,113,201412,12,264,63051,50
Business Intelligence,41,201703,39,687,110263,19
Switching and Routing,220,201603,27,231,100182,89
Azure,251,201503,15,187,102726,99
Certified Anti Money Laundering Specialist,43,201501,13,0,93237,21
Microstation,36,201611,35,45,83334,16
Drupal,73,201808,56,47,149917,36
Data Entry Software,66,201602,26,227,87681,31
SAP,198,201807,55,1955,119017,80
Microstation,36,201603,27,39,100182,16
Dodd-Frank,72,201502,14,68,89734,35
MIG Welding,154,201412,12,235,63051,64
Content Strategy,62,201504,16,49,96803,28
